Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Rating
35653,Barcelona,01/27/2025,02/12/2025,16.0,Yvette Stewart 35653,52.0,Other,South African,Hotel,3166.83,Bus,1118.91,3
35654,"Lisbon, Portugal",09/16/2024,09/22/2024,6.0,Rodney Ward 35654,27.0,Female,Indian,Resort,884.82,Car rental,337.66,5
35655,Australia,06/23/2023,06/28/2023,5.0,Tanya Miranda 35655,52.0,Other,Scottish,Guesthouse,2314.3,Plane,707.28,5
35656,"Rio de Janeiro, Brazil",07/06/2023,07/25/2023,19.0,Michael Newman 35656,72.0,Male,Emirati,Villa,1013.53,Train,369.92,4
35657,"Lisbon, Portugal",06/04/2024,06/23/2024,19.0,Victor Foster 35657,60.0,Female,Taiwanese,Riad,909.25,Ferry,290.19,4
35658,"Bali, Indonesia",7/20/2022,7/30/2022,10.0,Andrew Mullen 35658,27.0,Female,Korean,Hostel,548.92,Plane,852.1,5
35659,Tokyo,09/11/2023,09/14/2023,3.0,Timothy Scott 35659,70.0,Female,French,Guesthouse,2416.18,Car,451.53,4
35660,"Tokyo, Japan",01/22/2024,01/31/2024,9.0,Brian Myers 35660,38.0,Female,Greece,Airbnb,2068.16,Train,1434.28,4
35661,Italy,09/25/2024,09/28/2024,3.0,Jonathan Edwards 35661,44.0,Other,Chinese,Airbnb,1208.03,Train,907.96,4
35662,"Cancun, Mexico",11/13/2023,11/18/2023,5.0,Michael Strickland 35662,35.0,Male,Chinese,Airbnb,2174.05,Train,943.87,4
35663,"Athens, Greece",10/04/2023,10/21/2023,17.0,James Oconnell 35663,35.0,Male,Italy,Riad,949.89,Subway,328.68,5
35664,Cape Town,12/07/2024,12/17/2024,10.0,Angela Bryant 35664,43.0,Male,Indian,Riad,483.08,Car rental,351.48,4
35665,"Rome, Italy",03/20/2025,03/23/2025,3.0,Eric Guzman 35665,41.0,Male,South Korea,Villa,273.33,Airplane,531.68,5
35666,"Rome, Italy",07/30/2023,08/13/2023,14.0,Jeff Velez 35666,27.0,Male,South Korea,Airbnb,1221.76,Airplane,1404.64,5
35667,Spain,11/30/2024,12/07/2024,7.0,Vanessa Gonzalez 35667,41.0,Male,Brazilian,Riad,2501.9,Plane,898.84,4
35668,"Cape Town, SA",09/16/2023,10/05/2023,19.0,Lori Foster 35668,23.0,Female,Canadian,Villa,1851.48,Airplane,126.27,4
35669,Tokyo,01/21/2024,01/26/2024,5.0,Kenneth Larson 35669,43.0,Other,Dutch,Hostel,2522.2,Car rental,675.45,5
35670,Cape Town,04/03/2025,04/08/2025,5.0,Douglas Long 35670,53.0,Other,Australian,Villa,1144.99,Bus,224.41,5
35671,Dubai,01/17/2024,01/31/2024,14.0,Bryan Cunningham 35671,55.0,Male,Germany,Vacation rental,1439.39,Plane,1165.85,4
35672,"Seoul, South Korea",05/28/2024,06/05/2024,8.0,Nicholas Gordon 35672,66.0,Other,Spain,Airbnb,1062.18,Car,518.88,5
35673,Rio de Janeiro,12/15/2023,12/24/2023,9.0,Alexander Kelley 35673,35.0,Male,German,Vacation rental,685.39,Bus,551.08,4
35674,"Cairo, Egypt",04/28/2023,05/01/2023,3.0,Joseph Porter 35674,24.0,Other,Italian,Hostel,611.22,Subway,271.62,2
35675,"Rio de Janeiro, Brazil",12/09/2024,12/21/2024,12.0,Jon Spence 35675,51.0,Female,Brazil,Villa,1660.01,Plane,334.46,1
35676,"Beijing, China",01/18/2024,01/24/2024,6.0,Stacey Collier MD 35676,57.0,Other,Spanish,Resort,992.94,Bus,399.97,5
35677,Australia,04/03/2025,04/12/2025,9.0,Wendy Parker 35677,36.0,Female,British,Villa,1373.87,Ferry,988.22,3
35678,"Istanbul, Turkey",12/16/2023,01/06/2024,21.0,Megan Vincent 35678,50.0,Female,Canadian,Vacation rental,743.69,Subway,292.7,4
35679,"Tokyo, Japan",05/22/2023,06/07/2023,16.0,Mr. Jeff Howard 35679,36.0,Other,Japan,Guesthouse,1186.51,Car rental,1633.83,3
35680,"Hanoi, Vietnam",05/02/2024,05/16/2024,14.0,Shane Mullins 35680,42.0,Female,American,Hostel,877.75,Car,304.74,5
35681,"Istanbul, Turkey",02/20/2024,02/24/2024,4.0,Brandon Wiley 35681,51.0,Female,Mexican,Airbnb,634.81,Flight,320.07,3
35682,Barcelona,02/23/2025,02/28/2025,5.0,Maria Owens 35682,24.0,Other,Taiwan,Hotel,2128.95,Airplane,829.66,3
35683,Italy,09/25/2024,09/28/2024,3.0,Laurie Patterson 35683,47.0,Other,Chinese,Airbnb,1365.4,Train,843.98,5
35684,Barcelona,06/25/2023,07/07/2023,12.0,Dr. Jessica Shea 35684,62.0,Other,Korean,Hostel,2123.44,Car rental,1333.17,3
35685,Australia,03/20/2025,03/26/2025,6.0,Jeffrey Kelley 35685,68.0,Other,Italian,Hotel,1462.83,Flight,1042.66,5
35686,"Cairo, Egypt",02/13/2024,02/27/2024,14.0,Tara Chen 35686,51.0,Other,Moroccan,Resort,646.74,Flight,240.78,4
35687,"New York, USA",09/21/2023,10/01/2023,10.0,Dillon Jackson 35687,68.0,Female,Brazilian,Vacation rental,929.46,Car rental,1019.25,4
35688,"Cairo, Egypt",02/26/2025,03/12/2025,14.0,Tracy Garrett DDS 35688,47.0,Female,Emirati,Hotel,551.66,Car,228.78,4
35689,Rome,01/18/2024,01/28/2024,10.0,Patricia Poole 35689,28.0,Female,Spanish,Airbnb,3087.51,Train,936.21,2
35690,"New York City, USA",06/16/2023,07/06/2023,20.0,Allison Hall 35690,60.0,Male,Japanese,Vacation rental,318.42,Car,925.32,4
35691,"New York, USA",03/23/2024,04/07/2024,15.0,Nathan Higgins 35691,66.0,Other,Moroccan,Hostel,3222.94,Bus,708.57,4
35692,"Athens, Greece",12/19/2023,01/05/2024,17.0,Craig Doyle 35692,40.0,Other,Japan,Riad,982.85,Car,358.02,5
35693,"Edinburgh, Scotland",04/30/2024,05/05/2024,5.0,Kathryn Krause 35693,27.0,Other,Indian,Hostel,397.11,Ferry,204.88,1
35694,"Rio de Janeiro, Brazil",05/07/2023,05/19/2023,12.0,Dakota Pineda 35694,23.0,Male,UK,Vacation rental,870.35,Flight,366.61,5
35695,"Rio de Janeiro, Brazil",10/22/2024,11/09/2024,18.0,Melissa Rowe 35695,42.0,Other,Korean,Resort,962.43,Plane,361.66,3
35696,"Seoul, South Korea",04/20/2025,05/04/2025,14.0,Susan Rios 35696,43.0,Female,South African,Hotel,1021.6,Ferry,469.79,4
35697,"Paris, France",11/22/2023,11/29/2023,7.0,Christine Roberts 35697,69.0,Male,Emirati,Airbnb,1987.99,Airplane,526.43,1
35698,Seoul,05/01/2023,05/06/2023,5.0,Victoria Mcbride 35698,23.0,Male,Emirati,Resort,2303.21,Car rental,920.04,3
35699,"Dubai, United Arab Emirates",04/28/2023,05/08/2023,10.0,Michael Daniel 35699,43.0,Other,Indian,Vacation rental,2123.9,Car rental,1013.43,5
35700,"Tokyo, Japan",11/01/2024,11/22/2024,21.0,Ralph Foley 35700,21.0,Male,Scottish,Resort,2343.56,Flight,1224.07,4
35701,"Hanoi, Vietnam",8/20/2024,8/27/2024,7.0,Cody Burton 35701,24.0,Female,Moroccan,Riad,837.28,Flight,285.16,4
35702,Barcelona,08/05/2023,08/17/2023,12.0,Bradley Meza 35702,25.0,Female,Greece,Hotel,2560.93,Bus,312.02,5
35703,"Vancouver, Canada",05/08/2023,05/29/2023,21.0,Shari Peterson 35703,50.0,Male,South Korea,Vacation rental,2605.9,Ferry,827.99,1
35704,Hawaii,11/29/2023,12/16/2023,17.0,Barbara Griffin 35704,27.0,Other,Canadian,Hostel,1590.14,Airplane,221.4,2
35705,Dubai,02/19/2024,02/25/2024,6.0,Mary Dorsey 35705,23.0,Male,Chinese,Riad,2448.28,Plane,1094.19,5
35706,"Dubai, United Arab Emirates",08/27/2024,09/07/2024,11.0,Donna Turner 35706,42.0,Other,USA,Hotel,2501.55,Bus,477.45,4
35707,Phuket,10/26/2023,10/31/2023,5.0,Karen Deleon 35707,33.0,Female,Hong Kong,Riad,492.27,Bus,1216.28,5
35708,"Rio de Janeiro, Brazil",09/02/2023,09/07/2023,5.0,Abigail Pennington 35708,44.0,Other,China,Hotel,876.63,Flight,383.32,4
35709,"Los Angeles, USA",07/29/2023,08/16/2023,18.0,Jason Franco 35709,57.0,Other,Spain,Vacation rental,1035.82,Bus,1257.87,4
35710,Santorini,02/07/2025,02/22/2025,15.0,Anne Dunn 35710,60.0,Male,Indian,Resort,2439.05,Airplane,589.18,4
35711,Paris,02/29/2024,03/20/2024,20.0,William Sosa 35711,52.0,Male,German,Airbnb,1083.68,Ferry,684.94,2
35712,Japan,04/03/2024,04/07/2024,4.0,Michelle Myers 35712,49.0,Other,Greece,Hostel,2035.87,Plane,1475.78,3
35713,Canada,03/16/2025,03/26/2025,10.0,Zachary Hampton 35713,67.0,Male,American,Airbnb,1704.79,Car rental,528.81,4
35714,"Rio de Janeiro, Brazil",09/01/2024,09/05/2024,4.0,Melanie Kane 35714,60.0,Female,Japan,Hostel,861.38,Car rental,360.23,3
35715,Brazil,10/21/2023,11/05/2023,15.0,Jenna Jones 35715,24.0,Female,Hong Kong,Vacation rental,2112.67,Ferry,838.79,4
35716,Cape Town,06/29/2024,07/10/2024,11.0,Patrick Martinez 35716,64.0,Other,USA,Villa,2530.13,Train,274.47,4
35717,Japan,06/17/2023,06/28/2023,11.0,Jason Allen 35717,18.0,Male,Greece,Hotel,1602.25,Train,418.04,4
35718,"Phuket, Thai",02/19/2024,03/05/2024,15.0,Daniel Hooper 35718,53.0,Female,Emirati,Airbnb,583.06,Flight,1180.23,4
35719,"Paris, France",12/01/2023,12/13/2023,12.0,Karla Powers 35719,53.0,Male,Italian,Resort,1981.57,Bus,1255.24,4
35720,Greece,12/24/2023,01/05/2024,12.0,Lauren Morrison MD 35720,21.0,Other,China,Hostel,675.14,Bus,252.72,4
35721,"Beijing, China",08/15/2024,08/25/2024,10.0,Tiffany Clarke 35721,32.0,Other,Greece,Hotel,1098.57,Ferry,404.63,5
35722,"Cairo, Egypt",05/22/2023,06/05/2023,14.0,James Shaw 35722,58.0,Female,China,Villa,629.67,Car,273.72,5
35723,"Istanbul, Turkey",03/05/2025,03/14/2025,9.0,Timothy Bates 35723,71.0,Male,Indian,Vacation rental,670.99,Plane,288.62,3
35724,"Bali, Indonesia",8/5/2022,8/12/2022,7.0,Kayla Briggs 35724,33.0,Female,South Korean,Resort,500 USD,Plane,800 USD,5
35725,Paris,05/10/2023,05/23/2023,13.0,Yolanda Sanchez 35725,25.0,Female,Spanish,Hostel,2060.61,Flight,562.76,2
35726,"Amsterdam, Netherlands",07/21/2024,08/01/2024,11.0,Rodney Whitaker 35726,42.0,Male,United Arab Emirates,Riad,573.93,Bus,1212.58,4
35727,"Sydney, Aus",12/07/2024,12/13/2024,6.0,Mary Burton 35727,27.0,Female,USA,Villa,551.34,Airplane,1465.9,5
35728,Amsterdam,08/04/2024,08/22/2024,18.0,Angela House 35728,62.0,Female,Italy,Resort,1836.16,Airplane,645.59,5
35729,Santorini,10/27/2024,10/31/2024,4.0,Brad Heath 35729,59.0,Female,British,Airbnb,751.92,Ferry,333.09,3
35730,"Seoul, South Korea",12/07/2024,12/19/2024,12.0,Douglas Mason 35730,18.0,Female,Emirati,Villa,1013.35,Car rental,490.33,4
35731,"Sydney, Australia",6/15/2023,6/21/2023,6.0,Caroline Gray 35731,30.0,Female,Australian,Hotel,7122.25,Airplane,2609.81,4
35732,"Cairo, Egypt",05/09/2023,05/19/2023,10.0,Brittany Hartman 35732,58.0,Female,Canadian,Guesthouse,623.55,Flight,241.26,3
35733,"Barcelona, Spain",04/12/2025,04/24/2025,12.0,Megan Martin 35733,64.0,Other,Germany,Airbnb,2258.17,Car,265.14,4
35734,Australia,8/20/2022,9/2/2022,13.0,Shannon Schneider 35734,29.0,Female,British,Hotel,"$1,000 ",Car rental,$500 ,5
35735,Dubai,11/13/2024,11/18/2024,5.0,Victoria Jimenez 35735,18.0,Other,Mexican,Vacation rental,2697.19,Airplane,1091.68,4
35736,Santorini,03/14/2025,04/02/2025,19.0,Elizabeth Stewart 35736,33.0,Female,South Korean,Hostel,2074.69,Subway,1392.96,5
35737,"New York, USA",11/14/2024,11/26/2024,12.0,Charles Bowman 35737,60.0,Female,Spain,Vacation rental,1043.21,Plane,749.51,5
35738,New York,10/20/2023,11/09/2023,20.0,Michael Turner 35738,64.0,Other,French,Resort,2757.35,Bus,316.58,5
35739,"Cairo, Egypt",12/27/2023,01/15/2024,19.0,Daniel Bradley 35739,40.0,Female,Italian,Resort,598.76,Ferry,243.09,4
35740,London,03/06/2024,03/25/2024,19.0,Erica Vang 35740,32.0,Other,Cambodia,Resort,1670.57,Car rental,649.3,3
35741,"Marrakech, Morocco",03/15/2024,04/04/2024,20.0,Gene Harris 35741,19.0,Other,German,Hotel,1016.44,Ferry,1448.99,5
35742,France,05/07/2024,05/22/2024,15.0,Richard Dodson 35742,57.0,Other,Chinese,Airbnb,2873.31,Bus,751.54,1
35743,"Hanoi, Vietnam",05/04/2024,05/10/2024,6.0,Jason Ellis 35743,63.0,Female,Australian,Guesthouse,817.76,Train,329.12,4
35744,"Athens, Greece",06/11/2024,06/25/2024,14.0,Sydney Lewis 35744,52.0,Female,Italy,Hostel,1989.79,Airplane,724.6,5
35745,Egypt,02/27/2025,03/08/2025,9.0,Jacob Cooper 35745,54.0,Male,Mexican,Guesthouse,569.03,Bus,143.59,2
35746,"Bangkok, Thailand",09/28/2023,10/19/2023,21.0,Catherine Thomas 35746,18.0,Male,United Arab Emirates,Hostel,276.49,Car,252.2,5
35747,"Marrakech, Morocco",01/13/2024,01/27/2024,14.0,Christopher Shepherd 35747,57.0,Female,Indian,Airbnb,1812.95,Train,827.64,4
35748,"Tokyo, Japan",08/10/2024,08/25/2024,15.0,Jesse Figueroa 35748,65.0,Other,United Kingdom,Villa,1217.72,Subway,721.06,4
35749,"Berlin, Germany",12/25/2023,01/11/2024,17.0,Steven Ramirez 35749,34.0,Male,Australian,Riad,1321.73,Train,1226.9,4
35750,Hawaii,12/28/2024,01/12/2025,15.0,Robin Henderson 35750,60.0,Other,Japan,Resort,609.64,Train,228.74,5
35751,"Cancun, Mexico",05/16/2024,05/27/2024,11.0,Tiffany Padilla 35751,26.0,Female,South Korea,Riad,2528.24,Car,368.82,4
35752,"Athens, Greece",06/18/2024,06/24/2024,6.0,Rodney Briggs 35752,44.0,Female,Spanish,Guesthouse,859.44,Train,315.01,5
35753,"Rio de Janeiro, Brazil",03/05/2024,03/17/2024,12.0,Autumn King 35753,50.0,Female,Italian,Hotel,1136.35,Car,1336.55,4
35754,"Dubai, United Arab Emirates",11/24/2024,12/13/2024,19.0,Rodney Lee 35754,61.0,Other,Scottish,Hostel,854.89,Car rental,1561.52,4
35755,London,09/27/2024,10/14/2024,17.0,Maria Waller 35755,40.0,Other,Singapore,Riad,2032.99,Car rental,905.11,5
35756,"Sydney, Australia",06/01/2023,06/07/2023,6.0,Angela Wall 35756,65.0,Female,Dutch,Hostel,1128.89,Car rental,503.07,3
35757,Australia,06/23/2023,06/28/2023,5.0,Kendra Suarez 35757,52.0,Other,Scottish,Guesthouse,2891.81,Plane,729.91,1
35758,"Tokyo, Japan",03/07/2025,03/25/2025,18.0,Jimmy Thomas 35758,50.0,Male,Spain,Hostel,841.87,Subway,1378.84,5
35759,"Rio de Janeiro, Brazil",01/24/2024,02/13/2024,20.0,Jose Freeman 35759,55.0,Other,South Korean,Villa,984.66,Subway,402.04,5
35760,"Cape Town, SA",03/19/2025,04/04/2025,16.0,Kathryn Mercado 35760,58.0,Female,German,Villa,2058.8,Subway,1421.81,2
35761,Santorini,10/27/2024,10/31/2024,4.0,Michelle Campbell 35761,59.0,Female,British,Airbnb,745.16,Ferry,329.7,5
35762,Dubai,06/08/2023,06/11/2023,3.0,Joseph Wagner 35762,63.0,Other,Dutch,Resort,1306.56,Plane,325.21,1
35763,Canada,03/23/2025,04/05/2025,13.0,Sarah Campbell 35763,44.0,Other,Australian,Vacation rental,1137.42,Flight,290.72,2
35764,Spain,11/30/2024,12/07/2024,7.0,Linda Larson 35764,42.0,Male,Brazilian,Riad,2529.04,Plane,928.62,5
35765,Hawaii,10/04/2023,10/21/2023,17.0,Jamie Sanchez 35765,33.0,Male,Italy,Riad,1507.99,Subway,695.51,4
35766,"Athens, Greece",03/06/2025,03/23/2025,17.0,Carrie Cox 35766,61.0,Female,Vietnamese,Airbnb,870.14,Car rental,369.04,4
35767,"Athens, Greece",10/19/2023,10/30/2023,11.0,Alicia Adams 35767,63.0,Other,Greece,Hostel,954.87,Plane,371.04,4
35768,"Hanoi, Vietnam",03/13/2025,03/29/2025,16.0,Jesse Wallace 35768,49.0,Male,Italy,Hotel,757.34,Subway,280.44,5
35769,Hawaii,04/30/2024,05/04/2024,4.0,Austin Stein 35769,24.0,Male,Korean,Riad,765.19,Subway,126.94,3
35770,"Berlin, Germany",12/10/2023,12/24/2023,14.0,Andrea Wilson 35770,27.0,Female,British,Villa,2331.04,Car rental,979.52,5
35771,Phuket,10/28/2024,11/06/2024,9.0,Janice Medina 35771,34.0,Other,United Arab Emirates,Hostel,391.81,Subway,642.4,5
35772,Dubai,06/17/2024,06/23/2024,6.0,Samantha Lewis 35772,26.0,Other,United Kingdom,Vacation rental,2500.7,Airplane,967.97,4
35773,Mexico,06/24/2023,07/10/2023,16.0,James Henderson 35773,64.0,Male,Dutch,Villa,2004.23,Subway,1534.6,5
35774,"Los Angeles, USA",09/24/2023,09/27/2023,3.0,Lynn Mccormick 35774,27.0,Other,Chinese,Hostel,1826.95,Subway,1168.51,4
35775,"Auckland, New Zealand",09/28/2024,10/18/2024,20.0,Angel Walls 35775,18.0,Male,German,Airbnb,933.44,Bus,1166.45,3
35776,Rio de Janeiro,02/03/2025,02/15/2025,12.0,Erica Knight 35776,47.0,Female,Japanese,Guesthouse,3258.38,Car rental,695.48,2
35777,Bangkok,09/25/2023,10/15/2023,20.0,Brendan Clark 35777,19.0,Female,Taiwan,Vacation rental,1549.13,Bus,1165.89,4
35778,France,05/31/2024,06/19/2024,19.0,Kimberly Diaz 35778,56.0,Other,Korean,Vacation rental,1737.16,Train,985.95,2
35779,Australia,05/23/2023,05/26/2023,3.0,Amy Herrera 35779,39.0,Female,British,Guesthouse,2548.29,Ferry,379.91,4
35780,"Paris, France",01/06/2025,01/12/2025,6.0,Samantha Kennedy 35780,35.0,Other,Indonesian,Hostel,2459.94,Subway,768.21,4
35781,"Seoul, South Korea",08/15/2024,08/28/2024,13.0,Jodi Delacruz 35781,57.0,Other,Dutch,Hotel,1074.55,Car rental,520.8,1
35782,"Athens, Greece",05/13/2023,05/18/2023,5.0,Debbie Mclean 35782,70.0,Female,Spain,Airbnb,869.18,Car,319.98,4
35783,New York,6/20/2022,6/25/2022,5.0,Brianna Rosales 35783,40.0,Male,Hong Kong,Hotel,1131.66,Car rental,226.31,3
35784,France,05/07/2024,05/22/2024,15.0,Kenneth Sellers 35784,60.0,Other,Chinese,Airbnb,2638.84,Bus,926.11,5
35785,"Seoul, South Korea",03/02/2024,03/22/2024,20.0,Nicholas Gonzalez 35785,55.0,Female,American,Hostel,1089.78,Train,508.04,4
35786,Paris,12/06/2023,12/24/2023,18.0,Karen Murphy 35786,42.0,Male,Vietnamese,Riad,2604.37,Bus,1438.88,3
35787,"Rome, Italy",11/05/2024,11/24/2024,19.0,Brian Guerrero 35787,46.0,Male,Korean,Hotel,810.81,Train,453.12,4
35788,Bali,02/21/2024,02/26/2024,5.0,Michelle Singh 35788,28.0,Male,China,Villa,2029.15,Flight,678.09,3
35789,France,11/25/2024,12/06/2024,11.0,Christine Huffman 35789,44.0,Other,German,Hostel,2620.19,Subway,820.19,1
35790,"Bangkok, Thailand",11/25/2023,12/10/2023,15.0,Timothy Jennings PhD 35790,56.0,Female,Vietnamese,Villa,2157.77,Train,370.17,3
35791,Tokyo,09/25/2024,10/07/2024,12.0,Lawrence Stout 35791,36.0,Other,Spanish,Airbnb,2618.38,Car,571.0,5
35792,Rio de Janeiro,4/3/2024,4/10/2024,7.0,Alexis Guerrero 35792,32.0,Male,Brazil,Hotel,$900 ,Car rental,$400 ,5
35793,Cape Town,04/23/2023,04/26/2023,3.0,Michael Navarro 35793,41.0,Female,Brazil,Vacation rental,2420.46,Airplane,1115.26,4
35794,Spain,07/12/2023,07/18/2023,6.0,Megan Hamilton 35794,18.0,Male,Spanish,Guesthouse,2349.19,Car rental,665.81,1
35795,New York,11/17/2024,12/07/2024,20.0,Steven Mclean 35795,52.0,Male,Spanish,Hostel,1800.71,Bus,152.34,4
35796,Bali,5/21/2025,5/29/2025,8.0,Kelly Hernandez 35796,36.0,Female,British,Resort,1521.11,Plane,1055.13,1
35797,"Lisbon, Portugal",01/26/2025,02/14/2025,19.0,Mary Mcpherson 35797,43.0,Male,Japan,Guesthouse,915.63,Car rental,321.47,3
35798,Sydney,09/24/2023,10/14/2023,20.0,Timothy Dennis 35798,38.0,Female,Singapore,Airbnb,2489.57,Flight,838.78,4
35799,"Cancun, Mexico",11/26/2024,12/09/2024,13.0,Matthew Weaver 35799,67.0,Male,Scottish,Hotel,1444.48,Airplane,755.55,3
35800,"Vancouver, Canada",7/10/2022,7/17/2022,7.0,Gregory Ayers 35800,22.0,Male,Korean,Hostel,470.46,Train,128.1,2
35801,"Amsterdam, Netherlands",07/13/2024,07/22/2024,9.0,Cody Melton 35801,31.0,Female,South Korea,Resort,2108.89,Plane,970.66,4
35802,"Marrakech, Morocco",12/28/2024,01/01/2025,4.0,Mitchell West 35802,42.0,Other,Spanish,Resort,1548.68,Train,239.34,5
35803,"Athens, Greece",12/05/2023,12/20/2023,15.0,Holly Watson 35803,68.0,Other,Emirati,Vacation rental,828.39,Plane,357.69,5
35804,"Istanbul, Turkey",09/05/2024,09/08/2024,3.0,Dean Beck 35804,51.0,Female,South Korean,Airbnb,690.65,Flight,302.98,5
35805,"Lisbon, Portugal",08/30/2023,09/11/2023,12.0,James Fuentes 35805,51.0,Other,Canadian,Airbnb,786.31,Car rental,289.53,5
35806,Santorini,03/30/2025,04/08/2025,9.0,Brandi Gray 35806,57.0,Male,German,Airbnb,1547.64,Bus,327.72,5
35807,"Istanbul, Turkey",04/08/2024,04/11/2024,3.0,John Peters 35807,40.0,Other,Brazilian,Vacation rental,661.62,Plane,326.12,2
35808,"Lisbon, Portugal",08/06/2024,08/24/2024,18.0,Karen Graves 35808,33.0,Other,UK,Resort,871.94,Ferry,343.95,2
35809,Bali,03/09/2024,03/29/2024,20.0,Brian Meadows 35809,49.0,Male,Italy,Guesthouse,2072.8,Ferry,403.87,4
35810,"Athens, Greece",01/18/2024,01/28/2024,10.0,Devin Payne 35810,29.0,Female,Spanish,Airbnb,882.96,Train,328.6,4
35811,"Istanbul, Turkey",02/10/2025,02/15/2025,5.0,Glenn Wilson 35811,53.0,Other,USA,Villa,760.8,Plane,280.25,1
35812,Spain,11/08/2023,11/26/2023,18.0,Emma Parrish 35812,67.0,Male,Mexican,Hostel,3088.92,Plane,214.04,1
35813,"Phuket, Thailand",03/04/2025,03/15/2025,11.0,Jeremy Rodriguez 35813,68.0,Female,Spain,Airbnb,1286.91,Airplane,1263.46,4
35814,"Edinburgh, Scotland",09/17/2024,09/23/2024,6.0,Jessica Mason 35814,27.0,Other,Indonesian,Airbnb,467.33,Ferry,1277.55,4
35815,Santorini,08/11/2023,08/26/2023,15.0,Henry Thompson 35815,18.0,Other,Scottish,Vacation rental,1963.13,Flight,602.95,5
35816,"Istanbul, Turkey",11/06/2023,11/26/2023,20.0,Charles Bell 35816,18.0,Male,Greece,Guesthouse,653.31,Car,294.85,5
35817,"Bangkok, Thailand",2/1/2024,2/9/2024,8.0,Lisa Baldwin 35817,23.0,Female,Indian,Hostel,$400 ,Bus,$50 ,5
35818,Greece,02/20/2025,03/05/2025,13.0,Justin Ibarra 35818,34.0,Male,Canada,Resort,2300.87,Bus,786.23,4
35819,"Lisbon, Portugal",04/02/2025,04/13/2025,11.0,Amy Evans 35819,55.0,Male,Brazil,Hostel,854.1,Bus,348.12,3
35820,"Athens, Greece",07/15/2023,07/27/2023,12.0,Michael Pham 35820,67.0,Female,Emirati,Hostel,977.54,Subway,382.23,3
35821,Phuket,11/24/2023,12/05/2023,11.0,Cassidy Lewis 35821,66.0,Other,Chinese,Riad,2610.69,Flight,902.57,5
35822,"Bangkok, Thai",01/12/2024,01/15/2024,3.0,Kevin Briggs 35822,37.0,Female,Canada,Guesthouse,2987.6,Car,944.19,3
35823,"Auckland, New Zealand",09/14/2024,09/26/2024,12.0,Timothy Mathews 35823,30.0,Male,Taiwanese,Guesthouse,1242.14,Train,660.14,2
35824,"Beijing, China",04/14/2024,04/21/2024,7.0,Colleen Elliott 35824,20.0,Other,Brazilian,Vacation rental,911.88,Car rental,384.57,3
35825,Dubai,08/10/2023,08/25/2023,15.0,Gloria James 35825,44.0,Other,USA,Hostel,1689.51,Airplane,801.82,4
35826,"Edinburgh, Scotland",02/07/2024,02/24/2024,17.0,Darren Turner 35826,61.0,Male,Italian,Villa,1727.63,Plane,569.88,5
35827,Phuket,06/08/2024,06/28/2024,20.0,Amanda Walls 35827,46.0,Female,Australian,Hostel,2603.54,Car rental,776.61,3
35828,"New York City, USA",06/30/2024,07/07/2024,7.0,Chad Arellano 35828,32.0,Female,Canada,Airbnb,1675.46,Airplane,952.41,4
35829,Santorini,7/15/2022,7/22/2022,7.0,Sarah Gross 35829,24.0,Male,Greece,Airbnb,1078.04,Ferry,164.21,5
35830,Tokyo,7/1/2021,7/10/2021,10.0,Brandi Shaw 35830,28.0,Female,Korean,Airbnb,500 USD,Train,300 USD,4
35831,"Edinburgh, Scotland",07/22/2024,07/29/2024,7.0,Ruth Duncan 35831,35.0,Male,Italy,Guesthouse,2445.16,Plane,1216.57,1
35832,"Phuket, Thailand",03/08/2025,03/13/2025,5.0,Sean Davis 35832,40.0,Male,Dutch,Airbnb,1506.96,Bus,545.19,2
35833,"Edinburgh, Scotland",9/5/2024,9/12/2024,7.0,Daniel Hughes 35833,32.0,Male,Scottish,Hotel,1046.66,Train,156.61,5
35834,"New York City, USA",01/22/2024,02/01/2024,10.0,Chase Casey 35834,32.0,Female,Spain,Riad,2402.61,Car rental,1326.2,2
35835,"Cancun, Mexico",03/23/2024,03/26/2024,3.0,John Guzman 35835,42.0,Other,United Arab Emirates,Villa,1773.27,Airplane,283.26,5
35836,"London, UK",07/31/2024,08/21/2024,21.0,Russell Cisneros 35836,40.0,Female,Italian,Resort,867.05,Bus,1146.47,3
35837,"Edinburgh, Scotland",10/10/2024,10/21/2024,11.0,Margaret Underwood 35837,37.0,Male,British,Riad,1752.17,Car rental,389.99,5
35838,"Honolulu, Hawaii",01/06/2024,01/11/2024,5.0,Dr. Alexander Flores DVM 35838,36.0,Other,Dutch,Vacation rental,1648.84,Car rental,1143.27,4
35839,"Amsterdam, Netherlands",02/11/2025,02/18/2025,7.0,Stephen Chen 35839,18.0,Male,Brazilian,Hotel,2039.52,Train,862.76,4
35840,Sydney,01/08/2025,01/26/2025,18.0,Thomas Welch 35840,61.0,Other,South African,Villa,1112.98,Bus,612.44,4
35841,"Hanoi, Vietnam",06/05/2023,06/13/2023,8.0,Daniel Ellis 35841,26.0,Female,German,Hotel,742.96,Ferry,292.02,4
35842,Mexico,03/22/2024,03/30/2024,8.0,Gordon Estrada 35842,69.0,Other,Australian,Guesthouse,1116.25,Car,223.49,4
35843,"London, UK",03/01/2024,03/20/2024,19.0,Amber Horne 35843,45.0,Male,Hong Kong,Airbnb,644.36,Train,512.82,1
